State	NO2	O3	SO2	CO	Date
Rhode Island	7.740604504	0.032333686	0.379558438	0.230848868	2016
South Carolina	2.355526345	0.032038855	0.710505982	0.258953036	2003
South Carolina	2.047973707	0.03352769	1.224370198	0.142924575	2006
South Carolina	2.03043432	0.032382234	0.870449076	0.129827901	2007
South Carolina	1.739776464	0.030829743	0.836285737	0.128204347	2008
South Carolina	1.450361574	0.028979457	0.548768976	0.066447481	2009
South Carolina	1.425929082	0.032579259	0.662504552	0.087068401	2010
South Carolina	9.31217069	0.029760552	0.244967828	0.156823276	2016
South Dakota	6.182716403	0.030418465	0.433338851	0.192951569	2011
South Dakota	6.237826649	0.031609304	0.465237658	0.195250395	2012
South Dakota	4.062678659	0.031070757	0.439051362	0.16576007	2013
South Dakota	5.043101251	0.031151344	0.705295211	0.186498673	2014
South Dakota	4.73108442	0.024096124	0.35748073	0.193740472	2015
Tennessee	3.085692408	0.033871803	1.223093605	1	2002
Tennessee	4.821396422	0.034201765	1.312624343	1	2003
Tennessee	1.246637517	0.035112708	1.348029764	0.204893022	2008
Tennessee	0.760512117	0.038652491	0.704949851	0.16406768	2009
Tennessee	0.895842556	0.044341989	0.893770022	0.181093762	2010
Tennessee	0.775064841	0.037559978	0.104139375	0.165227642	2015
Tennessee	1.012111185	0.037942691	0.138424	0.182714049	2016
Texas	16.36054065	0.024590584	2.707341227	0.438083581	2000
Texas	16.24241444	0.025968351	1.7270948	0.382582492	2001
Texas	16.09333454	0.028806737	0.362000243	0.338466851	2002
Texas	15.61369555	0.027025274	2.047831364	0.458544021	2003
Texas	13.77718579	0.024740802	1.998094625	0.342190633	2004
Texas	13.87760033	0.027123792	2.275980355	0.316013672	2005
Texas	13.52215537	0.025676874	1.849048638	0.260572965	2006
Texas	13.1070045	0.024283041	1.240262065	0.228044306	2007
Texas	10.62544784	0.024719753	0.77568491	0.224781066	2008
Texas	8.672494808	0.023982706	0.66685571	0.199477372	2009
Texas	10.82403158	0.025231904	0.830160334	0.228450193	2010
Texas	10.3756632	0.027564875	0.635939926	0.198705764	2011
Texas	10.31281034	0.027165103	0.573766445	0.183007874	2012
Texas	9.574435186	0.026477662	0.380120031	0.175816182	2013
Texas	9.531051427	0.025292522	0.327175587	0.177903007	2014
Texas	9.255137302	0.024900424	0.254864227	0.207647803	2015
Texas	10.35707899	0.026514834	0.312096366	0.227668217	2016
Utah	18.2019178	0.027011418	0.930468283	0.347161573	2011
Utah	8.553960393	0.036994092	0.227307476	0.37860689	2012
Utah	12.84758355	0.034558435	0.263619815	0.332422604	2013
Utah	14.29600579	0.027413682	0.469876025	0.327034006	2014
Utah	16.98169298	0.027733814	0.242461889	0.359204628	2015
Utah	31.51587314	0.013307619	0.647857143	0.516293524	2016
Virginia	17.90853808	0.022621207	9.028829375	0.64583441	2000
Virginia	13.02893407	0.025571937	3.940432007	0.469382832	2006
Virginia	11.78696174	0.029769138	3.807304547	0.434959785	2007
Virginia	9.991106724	0.026879627	2.989300333	0.349731549	2008
Virginia	11.93886652	0.02645144	2.639028504	0.321692663	2009
Virginia	10.01685425	0.034726901	1.464639371	0.118647444	2010
Virginia	7.925899978	0.033163537	0.606531396	0.289860881	2011
Virginia	7.994418604	0.031057343	0.58405235	0.25130512	2012
Virginia	7.044391262	0.027440159	0.523505722	0.266634335	2013
Virginia	5.253935297	0.029965175	0.562967491	0.260382866	2014
Virginia	5.442842526	0.029290275	0.373701554	0.267420049	2015
Virginia	10.32066287	0.0229079	0.5345635	0.292054783	2016
Washington	11.61141976	0.015162108	1.078893189	0.179954919	2013
Washington	8.862686762	0.02997819	0.251048762	0.206368524	2014
Washington	9.672584833	0.021468494	0.799601762	0.202285244	2015
Washington	14.44264064	0.016399214	0.214903071	0.266007071	2016
Wisconsin	14.7652431	0.023081555	2.630826345	0.353650247	2006
Wisconsin	17.25305477	0.015142419	2.489688935	0.315427774	2007
Wyoming	1.733818582	0.040416205	1.008603751	0.165608366	2007
Wyoming	2.270178383	0.039817489	0.558283862	0.066271109	2008
Wyoming	4.167194056	0.037894904	0.158942498	0.120765051	2011
Wyoming	3.900347929	0.037049963	0.282015435	0.211305711	2012
Wyoming	4.132634134	0.039287011	0.197597849	0.050780539	2013
Wyoming	2.995007945	0.037294449	0.217260426	0.029648601	2014
Wyoming	3.042840773	0.036607695	0.244823643	0.04525921	2015
Wyoming	3.425564389	0.039148511	-0.036313133	0.089659756	2016
